ㅎ,SAMPLE_ID,식품명,식품명(크롤링),식품명(다시 크롤링),식품명(영어),식품명(영어-정제),제조사,제조사(정리),제조사(영어),조사년도,식품분류,식품상세분류,식품코드,출처,1회제공량,에너지(Kcal),에너지(kj),단백질(g),지질(g),탄수화물(g),총당류(g),나트륨(mg),콜레스테롤(mg),총 포화 지방산(g),총 포화 지방산(%),트랜스 지방산(g),"짠맛(나트륨 / 1회 제공량, g)","단맛(총당류 / 1회 제공량, g)",짠맛(상대),단맛(상대),유탕면,건면,숙면,분말 스프,액상 스프,조미유,컵,국물,짜장,cold
1761,P020091-ZZ-AVG,후루룩칼국수,후루룩칼국수,후루룩칼국수,hururuk kalguksu ,Hururuk Kalguksu ,농심,농심,NongShim,2019,가공식품,건면,P020091,식약처('19),97,335,-,9,0.5,74,4,1540,0,0,-,0,0.01587628866,0.0412371134,46.19676623,22.68041237,0,1,0,1,0,0,0,1,0,0
2166,P023581-ZZ-AVG,무파마탕면,무파마,무파마,Mupamatangmyeon ,Mupamatangmyeon ,농심,농심,NongShim,2019,가공식품,유탕면,P023581,식약처('19),122,510,-,10,15,84,5,1720,0,8,-,0,0.01409836066,0.04098360656,41.02335787,22.54098361,1,0,0,1,0,0,1,1,0,0
44,P065209-ZZ-AVG,辛라면 BLACK(컵),신라면 블랙,신라면 블랙 컵,Black Shin Ramyun Cup,Black Shin Ramyun Cup,(주)농심,농심,NongShim,2021,가공식품,유탕면,P065209,식약처('21),101,440,-,9,15,67,4,1450,0,8,-,0,0.01435643564,0.0396039604,41.77430352,21.78217822,0,1,0,1,0,0,0,1,0,0
2200,P023615-ZZ-AVG,보글보글부대찌개면,부대찌개면,부대찌개면,Bogeulbogeul budaejjigaemyeon ,Bogeulbogeul Budaejjigaemyeon ,농심,농심,NongShim,2019,가공식품,유탕면,P023615,식약처('19),127,545,-,11,17,87,5,1850,5,8,-,0,0.01456692913,0.03937007874,42.3867967,21.65354331,1,0,0,1,0,1,1,0,1,0
2667,P014530-ZZ-AVG,안성탕면 컵,안성탕면,안성탕면 컵,Anseongtangmyeon Cup,Anseongtangmyeon Cup,농심,농심,NongShim,2017,가공식품,유탕면,P014530,식약처 산업체제공('17),80,276.36,-,4.85,9.7,42.67,2.91,1018.1,0,4.85,-,0,0.01272625,0.036375,37.03079534,20.00625,1,0,0,1,0,0,1,0,1,0
32,P065197-ZZ-AVG,너구리큰사발면,너구리,너구리 컵라면,A big Cup of Neoguri noodles,A Big Cup Of Neoguri Noodles,(주)농심,농심,NongShim,2021,가공식품,유탕면,P065197,식약처('21),111,515,-,9,21,72,4,1550,0,10,-,0,0.01396396396,0.03603603604,40.63229087,19.81981982,1,0,0,1,0,0,1,1,0,0
34,P065199-ZZ-AVG,무파마탕면큰사발면,무파마,무파마 컵,"Mufamatang noodles, big Cup noodles","Mufamatang Noodles, Big Cup Noodles",(주)농심,농심,NongShim,2021,가공식품,유탕면,P065199,식약처('21),112,495,-,9,17,76,4,1570,0,8,-,0,0.01401785714,0.03571428571,40.78910905,19.64285714,1,0,0,1,0,0,1,1,0,0
2663,P014500-ZZ-AVG,쌀국수 설렁탕,쌀국수 설렁탕,쌀국수 설렁탕,Rice noodles with ox bone soup,Rice Noodles With Ox Bone Soup,농심,농심,NongShim,2017,가공식품,유탕면,P014500,식약처 산업체제공('17),120,406.34,-,11.61,1.16,87.07,4.12,1722.1,0,0,-,0,0.01435083333,0.03433333333,41.75800194,18.88333333,1,0,0,1,0,1,0,0,1,0
2236,P023651-ZZ-AVG,농심감자면,감자면,감자면,Nongshim potato noodles,Nongshim Potato Noodles,농심,농심,NongShim,2019,가공식품,유탕면,P023651,식약처('19),117,505,-,11,17,77,4,1750,0,8,-,0,0.01495726496,0.03418803419,43.52259444,18.8034188,1,0,0,1,0,0,1,1,0,0
2156,P023571-ZZ-AVG,신라면,신라면,신라면,Shin Ramen,Shin Ramen,농심,농심,NongShim,2019,가공식품,유탕면,P023571,식약처('19),120,500,-,10,16,79,4,1790,0,9,-,0,0.01491666667,0.03333333333,43.40446169,18.33333333,1,0,0,1,0,0,1,1,0,0
2161,P023576-ZZ-AVG,얼큰한너구리,얼큰 너구리,얼큰 너구리,Spicy neoguri ,Spicy Neoguri ,농심,농심,NongShim,2019,가공식품,유탕면,P023576,식약처('19),120,515,-,9,17,81,4,1700,0,8,-,0,0.01416666667,0.03333333333,41.22211445,18.33333333,1,0,0,0,1,0,0,0,0,1
2205,P023620-ZZ-AVG,순한너구리,순한너구리,순한너구리,Mild neoguri,Mild Neoguri,농심,농심,NongShim,2019,가공식품,유탕면,P023620,식약처('19),120,500,-,9,15,82,4,1480,3,8,-,0,0.01233333333,0.03333333333,35.88748788,18.33333333,1,0,0,1,0,0,1,1,0,0
38,P065203-ZZ-AVG,사리곰탕컵,사리곰탕컵,사리곰탕컵,Sarigomtang Cup,Sarigomtang Cup,(주)농심,농심,NongShim,2021,가공식품,유탕면,P065203,식약처('21),61,275,-,5,10,41,2,1050,0,5,-,0,0.01721311475,0.03278688525,50.08665787,18.03278689,1,0,0,1,0,0,1,1,0,0
1775,P020107-ZZ-AVG,후루룩국수,후루룩국수,후루룩국수,Slurping noodles,Slurping Noodles,농심,농심,NongShim,2019,가공식품,건면,P020107,식약처('19),92,320,-,10,0.4,69,3,1650,3,0,-,0,0.01793478261,0.03260869565,52.18656433,17.93478261,1,0,0,1,0,0,0,1,0,0
2272,P023689-ZZ-AVG,모듬해물탕면,모듬해물탕면,모듬해물탕면,assorted seafood soup noodles,Assorted Seafood Soup Noodles,농심,농심,NongShim,2019,가공식품,유탕면,P023689,식약처('19),125,540,-,10,17,87,4,1750,2,9,-,0,0.014,0.032,40.7371484,17.6,1,0,0,0,1,0,1,0,0,0
35,P065200-ZZ-AVG,보글보글부대찌개컵,보글 부대찌개,보글보글 부대찌개 컵,Boggle Boggle Budaejjigae Cup,Boggle Boggle Budaejjigae Cup,(주)농심,농심,NongShim,2021,가공식품,유탕면,P065200,식약처('21),65,290,-,5,10,45,2,1210,0,6,-,0,0.01861538462,0.03076923077,54.16697754,16.92307692,1,0,0,1,0,0,1,0,1,0
1851,P020318-ZZ-AVG,生生(생생)우동,생생우동,생생우동,Saengsaeng udong ,Saengsaeng Udong ,농심,농심,NongShim,2019,가공식품,숙면,P020318,식약처('19),253,405,-,11,4,81,7,1760,0,1.2,-,0,0.006956521739,0.02766798419,20.24206132,15.2173913,1,0,0,1,0,0,1,0,0,0
39,P065204-ZZ-AVG,사리곰탕큰사발면,사리곰탕,사리곰탕,Beef bone soup big cup noodles,Beef Bone Soup Big Cup Noodles,(주)농심,농심,NongShim,2021,가공식품,유탕면,P065204,식약처('21),111,490,-,8,17,76,3,1590,0,8,-,0,0.01432432432,0.02702702703,41.68086612,14.86486486,1,0,0,1,0,0,1,1,0,0
2168,P023583-ZZ-AVG,안성탕면,안성탕면,안성탕면,Anseongtangmyeon,Anseongtangmyeon,농심,농심,NongShim,2019,가공식품,유탕면,P023583,식약처('19),125,525,-,11,17,82,3,1790,0,9,-,0,0.01432,0.024,41.66828322,13.2,1,0,0,1,0,0,1,1,0,0
1838,P020176-ZZ-AVG,코바웰빙 즉석쌀국수,코바웰빙 즉석쌀국수,코바웰빙 즉석쌀국수,Koba Wellbeing Instant Rice Noodles,Koba Wellbeing Instant Rice Noodles,농업회사법인 ㈜백제,농심,NongShim,2019,가공식품,건면,P020176,식약처('19),91,319,-,8,0,71,2,1530,5,0,-,0,0.01681318681,0.02197802198,48.92294902,12.08791209,0,1,0,1,0,0,1,1,0,0
1776,P020108-ZZ-AVG,콩나물 뚝배기,콩나물 뚝배기,콩나물 뚝배기 라면,Bean sprouts earthen pot,Bean Sprouts Earthen Pot,농심,농심,NongShim,2019,가공식품,건면,P020108,식약처('19),93,335,-,7,1.3,74,2,1360,10,0,-,0,0.01462365591,0.02150537634,42.55186008,11.82795699,1,0,0,1,0,0,1,1,0,0
2313,P023730-ZZ-AVG,육개장라면,육개장라면,육개장라면,Yukgaejang ramen,Yukgaejang Ramen,농심,농심,NongShim,2019,가공식품,유탕면,P023730,식약처('19),116,515,-,11,18,77,2,1780,2,9,-,0,0.01534482759,0.01724137931,44.65032275,9.482758621,1,0,0,1,0,0,0,1,0,0
2631,P014465-ZZ-AVG,생생 야끼우동 데리야끼맛,야끼우동 데리야끼맛,야끼우동 데리야끼맛,Saengsaeng Yakkiudong Deriyakkimat ,Saengsaeng Yakkiudong Deriyakkimat ,농심,농심,NongShim,2017,가공식품,생면,P014465,식약처 산업체제공('17),100,76.98,-,1.75,1.75,13.49,1.43,198.41,0,0.32,-,0,0.0019841,0.0143,5.773326867,7.865,1,0,0,1,0,0,1,0,0,0
2606,P014439-ZZ-AVG,뷰티 칼로리면 메밀소바,메밀 칼로리면,메밀 칼로리면,Buckwheat Calorie Noodles,Buckwheat Calorie Noodles,대상㈜,대상,DaeSang,2017,가공식품,생면,P014439,식약처 산업체제공('17),100,23.17,-,0.23,0,5.51,3.46,364.04,0,0,-,0,0.0036404,0.0346,10.5928225,19.03,0,0,1,0,1,0,0,1,0,1
2605,P014438-ZZ-AVG,뷰티 칼로리면 콩국수,뷰티 칼로리면 콩국수,뷰티 칼로리면 콩국수,Beauty Calorie Cold Bean-Soup Noodles ,Beauty Calorie Cold Bean-Soup Noodles ,대상㈜,대상,DaeSang,2017,가공식품,생면,P014438,식약처 산업체제공('17),100,38.05,-,2.63,0.83,4.98,2.09,164.39,0,0.15,-,0,0.0016439,0.0209,4.783414161,11.495,0,1,0,0,1,0,0,1,0,1
1771,P020102-ZZ-AVG,일월풍면 멸치 쌀국수,일월풍면 멸치 쌀국수,일월풍면 멸치 쌀국수,Irwolpungmyeon Anchovy Rice Noodles,Irwolpungmyeon Anchovy Rice Noodles,농업회사법인 ㈜백제,백제,bj-noodels,2019,가공식품,건면,P020102,식약처('19),100,355,-,9,0,80,8,1340,20,0,-,0,0.0134,0.08,38.99127061,44,0,1,0,1,0,0,1,1,0,0
1752,P020082-ZZ-AVG,백제 김치맛 쌀국수,김치맛 쌀국수,김치맛 쌀국수,Kimchi-flavored Rice Noodles,Kimchi-Flavored Rice Noodles,농업회사법인 ㈜백제,백제,bj-noodels,2019,가공식품,건면,P020082,식약처('19),92,370,-,7,5,74,4,1640,0,1.5,-,0,0.01782608696,0.04347826087,51.87028212,23.91304348,0,1,0,1,0,0,1,1,0,0
1787,P020120-ZZ-AVG,육개장맛 쌀국수,육개장맛 쌀국수,육개장맛 쌀국수,Yukgaejang-flavored Rice Noodles,Yukgaejang-Flavored Rice Noodles,농업회사법인 ㈜백제,백제,bj-noodels,2019,가공식품,건면,P020120,식약처('19),92,370,-,7,5,74,4,1640,0,1.5,-,0,0.01782608696,0.04347826087,51.87028212,23.91304348,0,1,0,1,0,0,1,1,0,0
1741,P020069-ZZ-AVG,백제 월남맛 쌀국수,월남맛 쌀국수,월남맛 쌀국수,Vietnamese rice noodles,Vietnamese Rice Noodles,농업회사법인 ㈜백제,백제,bj-noodels,2019,가공식품,건면,P020069,식약처('19),100,348,-,7,2,76,4,960,0,0.6,-,0.1,0.0096,0.04,27.93404462,22,0,1,0,1,0,0,1,1,0,0
1759,P020089-ZZ-AVG,얼큰한맛 쌀국수,얼큰한맛 쌀국수,얼큰한맛 쌀국수,Spicy rice noodles,Spicy Rice Noodles,농업회사법인 ㈜백제,백제,bj-noodels,2019,가공식품,건면,P020089,식약처('19),90,350,-,7,3.1,74,1,1880,0,1.8,-,0,0.02088888889,0.01111111111,60.7824119,6.111111111,0,1,0,1,0,0,1,1,0,0
395,P038412-ZZ-AVG,큰컵 짱구 허니시나몬볶음면,허니시나몬볶음면,허니시나몬볶음면,Honey cinnamon stir-fried noodles,Honey Cinnamon Stir-Fried Noodles,삼양식품㈜ 원주공장,삼양,SamYang,2020,가공식품,유탕면,P038412,식약처('20),115,460,-,11,14,73,12,1030,0,7,-,0,0.008956521739,0.1043478261,26.06165395,57.39130435,1,0,0,1,1,0,1,0,0,0
132,P078813-ZZ-AVG,큰컵 쫄볶이 불닭볶음면,쫄볶이 불닭볶음면,쫄볶이 불닭볶음면,Jjolbokki buldak mixed noodles,Jjolbokki Buldak Mixed Noodles,삼양식품(주)원주공장,삼양,SamYang,2021,가공식품,유탕면,P078813,식약처('21),120,485,-,9,19,69,12,1330,0,9,-,0,0.01108333333,0.1,32.25024248,55,1,0,0,0,1,0,1,1,0,0
337,P035518-ZZ-AVG,튀김 쫄면,튀김 쫄면,튀김 쫄면 라면 컵,Fried food and jjolmyeon,Fried Food And Jjolmyeon,삼양식품㈜ 원주공장,삼양,SamYang,2020,가공식품,유탕면,P035518,식약처('20),140,545,-,10,16,90,14,1350,0,8,-,0,0.009642857143,0.1,28.05875017,55,1,0,0,1,0,0,1,1,0,0
113,P078794-ZZ-AVG,컵 불닭볶음면,불닭볶음면,불닭볶음면 컵,Cup buldak mixed noodles,Cup Buldak Mixed Noodles,삼양식품(주)원주공장,삼양,SamYang,2021,가공식품,유탕면,P078794,식약처('21),70,280,-,6,10,42,6,630,0,5,-,0,0.009,0.08571428571,26.18816683,47.14285714,1,0,0,0,1,0,0,0,0,1
136,P078817-ZZ-AVG,큰컵 크림까르보불닭볶음면,크림까르보불닭볶음면,크림까르보불닭볶음면 컵,Big cup creamy carbonara buldak mixed noodles,Big Cup Creamy Carbonara Buldak Mixed Noodles,삼양식품(주)원주공장,삼양,SamYang,2021,가공식품,유탕면,P078817,식약처('21),120,480,-,10,17,72,10,1270,5,9,-,0,0.01058333333,0.08333333333,30.79534433,45.83333333,1,0,0,0,1,0,1,0,0,0
140,P078821-ZZ-AVG,큰컵 4가지치즈불닭볶음면,4가지치즈불닭볶음면,4가지치즈불닭볶음면 컵,Big Cup four cheese buldak mixed noodles,Big Cup Four Cheese Buldak Mixed Noodles,삼양식품(주)원주공장,삼양,SamYang,2021,가공식품,유탕면,P078821,식약처('21),110,445,-,11,15,67,9,1550,4.9,7,-,0,0.01409090909,0.08181818182,41.00167534,45,1,0,0,0,1,1,1,0,0,0
407,P038766-ZZ-AVG,큰컵 별뽀빠이 야끼소바볶음면,별뽀빠이 야끼소바볶음면,별뽀빠이 야끼소바볶음면 컵,Big cup Popeye yakisoba mixed noodles,Big Cup Popeye Yakisoba Mixed Noodles,삼양식품㈜ 원주공장,삼양,SamYang,2020,가공식품,유탕면,P038766,식약처('20),110,465,-,11,19,63,9,1050,5,8,-,0,0.009545454545,0.08181818182,27.77532845,45,1,0,0,1,0,1,1,0,1,0
119,P078800-ZZ-AVG,큰컵 간짬뽕,간짬뽕,간짬뽕 큰컵,Big cup jjamppong with soy sauce,Big Cup Jjamppong With Soy Sauce,삼양식품(주)원주공장,삼양,SamYang,2021,가공식품,유탕면,P078800,식약처('21),105,415,-,9,16,59,8,1000,8,7,-,0,0.009523809524,0.07619047619,27.71234585,41.9047619,1,0,0,0,1,1,1,0,1,0
125,P078806-ZZ-AVG,큰컵 불닭볶음면,불닭볶음면,불닭볶음면 컵,Big cup Buldak mixed noodles,Big Cup Buldak Mixed Noodles,삼양식품(주)원주공장,삼양,SamYang,2021,가공식품,유탕면,P078806,식약처('21),105,425,-,9,15,63,8,950,0,8,-,0,0.009047619048,0.07619047619,26.32672856,41.9047619,1,0,0,1,0,0,1,1,0,0
413,P038906-ZZ-AVG,큰컵 대만식마장면,대만식마장면,대만식마장면 컵,big cup Taiwanese Majangmyeon,Big Cup Taiwanese Majangmyeon,삼양식품㈜ 원주공장,삼양,SamYang,2020,가공식품,유탕면,P038906,식약처('20),110,465,-,10,19,64,8,1030,0,8,-,0,0.009363636364,0.07272727273,27.24627458,40,1,0,0,1,0,1,1,1,0,0
405,P038646-ZZ-AVG,도전! 불닭비빔면,불닭비빔면,불닭비빔면,Challenge! Spicy Chicken Bibimmyeon,Challenge! Spicy Chicken Bibimmyeon,삼양식품㈜ 원주공장,삼양,SamYang,2020,가공식품,유탕면,P038646,식약처('20),140,560,-,10,19,87,10,1380,0,9,-,0,0.009857142857,0.07142857143,28.68227795,39.28571429,0,1,0,1,0,0,0,1,0,0
121,P078802-ZZ-AVG,큰컵 마라탕면,마라탕면,삼양 마라탕면 컵,big cup malatang noodles,Big Cup Malatang Noodles,삼양식품(주)원주공장,삼양,SamYang,2021,가공식품,유탕면,P078802,식약처('21),115,450,-,11,16,66,8,1720,0,7,-,0,0.01495652174,0.06956521739,43.52043183,38.26086957,1,0,0,1,0,0,0,1,0,0
120,P078801-ZZ-AVG,큰컵 까르보불닭볶음면,까르보불닭볶음면,까르보불닭볶음면 컵,big cup carbonara buldak mixed noodles,Big Cup Carbonara Buldak Mixed Noodles,삼양식품(주)원주공장,삼양,SamYang,2021,가공식품,유탕면,P078801,식약처('21),105,470,-,7,21,63,7,1190,0,11,-,0,0.01133333333,0.06666666667,32.97769156,36.66666667,1,0,0,1,0,0,1,1,0,0
231,P031447-ZZ-AVG,돈 사골탕면,돈 사골탕면,돈 사골탕면,Pork Bone Soup Noodles,Pork Bone Soup Noodles,삼양식품,삼양,SamYang,2020,가공식품,유탕면,P031447,식약처('20),120,505,-,13,15,79,7.85,1850,0,7,-,0,0.01541666667,0.06541666667,44.85935984,35.97916667,1,0,0,1,0,0,0,1,0,0
373,P037256-ZZ-AVG,국민비빔면,국민비빔면,국민비빔면,Gukmin Bibimmyeon ,Gukmin Bibimmyeon ,삼양식품㈜ 원주공장,삼양,SamYang,2020,가공식품,유탕면,P037256,식약처('20),124,520,-,8,20,77,8,1340,0,9,-,0,0.01080645161,0.06451612903,31.44457307,35.48387097,1,0,0,1,0,0,0,1,0,0
124,P078805-ZZ-AVG,큰컵 미트스파게티 불닭볶음면,미트스파게티 불닭볶음면,미트스파게티 불닭볶음면 컵,Big cup meat spaghetti fire noodles,Big Cup Meat Spaghetti Fire Noodles,삼양식품(주)원주공장,삼양,SamYang,2021,가공식품,유탕면,P078805,식약처('21),110,430,-,11,14,65,7,1200,0,7,-,0,0.01090909091,0.06363636364,31.74323252,35,1,0,0,0,1,0,0,1,0,0
115,P078796-ZZ-AVG,컵까르보불닭볶음면,까르보 불닭볶음면,까르보 불닭볶음면 컵,Cup carbonara buldak mixed noodles,Cup Carbonara Buldak Mixed Noodles,삼양식품(주)원주공장,삼양,SamYang,2021,가공식품,유탕면,P078796,식약처('21),80,355,-,5,16,48,5,910,0,8,-,0,0.011375,0.0625,33.09893307,34.375,1,0,0,1,0,0,0,1,0,0
133,P078814-ZZ-AVG,큰컵 쯔유간장우동,쯔유 간장우동,쯔유 간장우동 컵,big cup Tsuyu soy sauce udon,Big Cup Tsuyu Soy Sauce Udon,삼양식품(주)원주공장,삼양,SamYang,2021,가공식품,유탕면,P078814,식약처('21),130,490,-,11,16,75,8,1620,0,8,-,0,0.01246153846,0.06153846154,36.26053869,33.84615385,1,0,0,1,0,0,1,1,0,0
305,P031576-ZZ-AVG,갓짜장,갓짜장,갓짜장,God Black Bean Noodles,God Black Bean Noodles,삼양식품㈜ 원주공장,삼양,SamYang,2020,가공식품,유탕면,P031576,식약처('20),130,580,-,10,20,90,8,1180,0,10,-,0,0.009076923077,0.06153846154,26.41199731,33.84615385,1,0,0,1,0,0,0,1,0,0
304,P031575-ZZ-AVG,큰컵 와사마요볶음면,와사마요볶음면,와사마요볶음면,Big cup wasamayo mixed noodles,Big Cup Wasamayo Mixed Noodles,삼양식품㈜ 원주공장,삼양,SamYang,2020,가공식품,유탕면,P031575,식약처('20),115,0.3,-,9,19,66,7,1000,2,8,-,0,0.008695652174,0.06086956522,25.30257665,33.47826087,1,0,0,1,0,0,1,1,0,0
255,P031471-ZZ-AVG,짜짜로니,짜짜로니,짜짜로니 ,Jjajaroni,Jjajaroni,삼양식품,삼양,SamYang,2020,가공식품,유탕면,P031471,식약처('20),120,591.41,-,11.38,22.61,85.39,7.2,1224,0,10.22,-,0,0.0102,0.06,29.67992241,33,1,0,0,1,1,0,0,0,0,0
261,P031483-ZZ-AVG,큰컵 짜짜로니,짜짜로니,짜짜로니 컵,Big Cup Jjajaroni,Big Cup Jjajaroni,삼양식품,삼양,SamYang,2020,가공식품,유탕면,P031483,식약처('20),120,576,-,13.68,20.59,83.66,7.2,1110.82,0,10.94,-,0,0.009256833333,0.06,26.93549952,33,1,0,0,0,1,0,0,1,0,0
126,P078807-ZZ-AVG,큰컵 불닭볶음탕면,불닭볶음탕면,불닭볶음탕면,big cup spicy chicken soup noodles,Big Cup Spicy Chicken Soup Noodles,삼양식품(주)원주공장,삼양,SamYang,2021,가공식품,유탕면,P078807,식약처('21),120,455,-,9,16,69,7,1500,0,8,-,0,0.0125,0.05833333333,36.37245393,32.08333333,1,0,0,1,0,1,1,0,0,0
265,P031487-ZZ-AVG,하바네로 짬뽕,하바네로 짬뽕,하바네로 짬뽕 라면,Havanaero Spicy Seafood Noodles,Havanaero Spicy Seafood Noodles,삼양식품,삼양,SamYang,2020,가공식품,유탕면,P031487,식약처('20),120,613.58,-,13.82,20.02,95.18,6.97,2329,0,10.08,-,0,0.01940833333,0.05808333333,56.4742968,31.94583333,1,0,0,0,1,0,1,1,0,0
229,P031445-ZZ-AVG,나가사끼 홍짬뽕,나가사끼 홍짬뽕,나가사끼 홍짬뽕 라면,Nagasaki Hongjjamppong,Nagasaki Hongjjamppong,삼양식품,삼양,SamYang,2020,가공식품,유탕면,P031445,식약처('20),120,601.06,-,11.23,17.57,98.93,6.97,2216.3,0,8.78,-,0,0.01846916667,0.05808333333,53.74151309,31.94583333,1,0,0,0,1,0,0,0,0,0
2557,P014332-ZZ-AVG,강릉 교동반점 짬뽕,강릉 교동반점 짬뽕 라면,강릉 교동반점 짬뽕 라면,Gangneung Gyodong Banjeom Jjamppong,Gangneung Gyodong Banjeom Jjamppong,삼양식품,삼양,SamYang,2017,가공식품,유탕면,P014332,식약처 산업체제공('17),120,615.31,-,11.81,20.88,94.32,6.97,2186.2,0,10.51,-,0,0.01821833333,0.05808333333,53.01163919,31.94583333,1,0,0,1,0,0,0,1,0,0
228,P031444-ZZ-AVG,나가사끼 짬뽕,나가사키 짬뽕 라면,나가사키 짬뽕 라면,Nagasaki Spicy Seafood Noodles,Nagasaki Spicy Seafood Noodles,삼양식품,삼양,SamYang,2020,가공식품,유탕면,P031444,식약처('20),120,594.72,-,12.53,16.27,100.22,6.97,2091.17,0,7.49,-,0,0.01742641667,0.05808333333,50.70732299,31.94583333,0,1,0,1,0,0,0,1,0,0
263,P031485-ZZ-AVG,포장마차 얼큰한맛,포장마차 얼큰한맛,포장마차 얼큰한맛,pojangmacha Spicy taste,Pojangmacha Spicy Taste,삼양식품,삼양,SamYang,2020,가공식품,유탕면,P031485,식약처('20),120,485,-,10,15,78,6.97,1950,0,7,-,0,0.01625,0.05808333333,47.28419011,31.94583333,1,0,0,0,1,0,0,0,1,0
269,P031491-ZZ-AVG,해물짬뽕,삼양 해물짬뽕,삼양 해물짬뽕,Seafood jjambbong,Seafood Jjambbong,삼양식품,삼양,SamYang,2020,가공식품,유탕면,P031491,식약처('20),120,495,-,10,16,78,6.97,1940,0,8,-,0,0.01616666667,0.05808333333,47.04170708,31.94583333,1,0,0,1,0,0,1,1,0,0
227,P031443-ZZ-AVG,나가사끼 꽃게짬뽕,나가사키 꽃게짬뽕,나가사키 꽃게짬뽕,Spicy Seafood Noodles with Crab,Spicy Seafood Noodles With Crab,삼양식품,삼양,SamYang,2020,가공식품,유탕면,P031443,식약처('20),120,528.09,-,9.8,15.24,88.2,6.97,1731.27,0,7.62,-,0,0.01442725,0.05808333333,41.98035887,31.94583333,1,0,0,1,0,0,1,1,0,0
213,P031421-ZZ-AVG,짜장 불닭볶음면,짜장 불닭볶음면,짜장 불닭볶음면,Jjajang buldak mixed noodles,Jjajang Buldak Mixed Noodles,삼양식품㈜ 원주공장,삼양,SamYang,2020,가공식품,유탕면,P031421,식약처('20),140,560,-,13,19,84,8,1420,2.8,9,-,0,0.01014285714,0.05714285714,29.51364833,31.42857143,1,0,0,0,1,0,0,0,0,0
131,P078812-ZZ-AVG,큰컵 짜장불닭볶음면,짜장 불닭볶음면,짜장 불닭볶음면 컵,Big cup jjajang buldak mixed noodles,Big Cup Jjajang Buldak Mixed Noodles,삼양식품(주)원주공장,삼양,SamYang,2021,가공식품,유탕면,P078812,식약처('21),105,425,-,10,15,63,6,1000,2,7,-,0,0.009523809524,0.05714285714,27.71234585,31.42857143,1,0,0,1,0,1,1,0,0,1
135,P078816-ZZ-AVG,큰컵 커리불닭볶음면,커리 불닭볶음면,커리 불닭볶음면 컵,Big cup curry buldak mixed noodles,Big Cup Curry Buldak Mixed Noodles,삼양식품(주)원주공장,삼양,SamYang,2021,가공식품,유탕면,P078816,식약처('21),105,425,-,9,15,63,6,1000,0,7,-,0,0.009523809524,0.05714285714,27.71234585,31.42857143,1,0,0,0,1,0,1,0,0,0
434,P039357-ZZ-AVG,큰컵 신림동백순대볶음면,신림동 백순대 볶음면,신림동 백순대 볶음면 컵,Big cup Sillim-dong Baeksundae Stir-fried noodles,Big Cup Sillim-Dong Baeksundae Stir-Fried Noodles,삼양식품㈜ 원주공장,삼양,SamYang,2020,가공식품,유탕면,P039357,식약처('20),110,485,-,9,24,58,6,1240,0,11,-,0,0.01127272727,0.05454545455,32.80134027,30,1,0,0,1,1,0,1,0,0,0
230,P031446-ZZ-AVG,도전!하바네로 컵짜장,하바네로 컵짜장,하바네로 컵짜장,Challenge! Havanaero cup jajangmyeon,Challenge! Havanaero Cup Jajangmyeon,삼양식품,삼양,SamYang,2020,가공식품,유탕면,P031446,식약처('20),80,265.86,-,6.91,6.91,43.33,4.27,679.36,0,3.97,-,0,0.008492,0.053375,24.7099903,29.35625,1,0,0,1,0,0,0,1,0,0
111,P078792-ZZ-AVG,치킨이타고있어요,치킨이타고있어요,치킨이타고있어요,chicken i tago isseoyo ,Chicken I Tago Isseoyo ,삼양식품(주)원주공장,삼양,SamYang,2021,가공식품,유탕면,P078792,식약처('21),115,455,-,11,13,73,6,1210,0,6,-,0,0.01052173913,0.05217391304,30.61611774,28.69565217,1,0,0,1,0,1,0,0,1,0
250,P031466-ZZ-AVG,이마트 볶음짜장,이마트 볶음짜장,이마트 볶음짜장,E-Mart Stir-fried Black Bean Noodles,E-Mart Stir-Fried Black Bean Noodles,삼양식품,삼양,SamYang,2020,가공식품,생면,P031466,식약처('20),120,550.22,-,14.4,16.42,86.4,6.17,1224,0,8.21,-,0,0.0102,0.05141666667,29.67992241,28.27916667,1,0,0,1,0,0,0,1,0,0
223,P031439-ZZ-AVG,고추짜장,농심 고추짜장,농심 고추짜장,Red pepper jjajang,Red Pepper Jjajang,삼양식품,삼양,SamYang,2020,가공식품,생면,P031439,식약처('20),120,560.59,-,14.4,16.42,88.42,6.17,1080,0,8.21,-,0,0.009,0.05141666667,26.18816683,28.27916667,1,0,0,1,0,0,0,1,0,0
292,P031561-ZZ-AVG,치즈불닭볶음면,치즈불닭볶음면,치즈불닭볶음면,Cheese buldak mixed noodles,Cheese Buldak Mixed Noodles,삼양식품㈜ 원주공장,삼양,SamYang,2020,가공식품,유탕면,P031561,식약처('20),140,550,-,13,18,84,7,1440,0,9,-,0,0.01028571429,0.05,29.92933352,27.5,1,0,0,0,1,0,1,0,0,0
289,P031558-ZZ-AVG,간짬뽕,간짬뽕,간짬뽕 라면,ganjjamppong ,Ganjjamppong ,삼양식품㈜ 익산공장,삼양,SamYang,2020,가공식품,유탕면,P031558,식약처('20),140,560,-,14,17,88,7,1290,7,7,-,0,0.009214285714,0.05,26.81169461,27.5,1,0,0,1,0,0,1,1,0,0
